a,неопределенныйартикль
chronicle,летопись/хроника/отмечать
chuckled,Хихикал
church,церковь
churchill,Черчилл
churchyard,кладбище
cigar,сигара
cigarette,сигарета
cigarettes,сигареты(отcigarette)
cinema,кино
circle,амфитеатр/круг
circuit,кругооборот/окружность
circular,круглый/реклама
circulate,повторяться/передаваться
circulation,кровообращение/тираж
circumference,окружность
circumstance,обстоятельство/условие
circumstances,обстоятельства/условия
circumstantial,обстоятельный/случайный
circus,цирк/арена
citizen,гражданин
citizens,Граждане
city,город
civil,гражданский(-l)
civilization,цивилизация
claim,требовать
claimed,Требуемый
claims,Требования
clamour,шум/крики
clamp,складывать/скреплять(неbrace)
clank,бряцать/хлопатьвладоши
clap,хлопать/аплодировать;удар/хлопок-p
clash,столкновение/конфликт
clasp,прижимать(кгруди)/обнимать/сжимать(вруке)
clasped,Сжатый(неотсловsqueeze/tight)
class,класс(неgrade)
classes,занятия/уроки,неlessons
classic,классический
classroom,класс
clatter,стук/звон;стучать/греметь
clause,предложение/статья
claw,коготь/клешня
clay,глина/земля
clean,чистить/чистый
cleaned,чистил/(по)чищенный(отclean)
cleaning,чистка
cleanliness,чистоплотность
cleanup,Уборка
clear,ясный/светлый/очищать/расплатиться
cleared,рассчитался(отclear)
clearing,clearing
clearly,ясно(неobvious)
clench,сжимать(кулаки/зубы)
clenched,Сжатый*l-
cleopatra,Клеопатра
clergyman,священник
clerk,чиновник
clever,умный
click,щелкать
client,клиент
clients,Клиенты
cliff,утес/скала
cliffs,Утесы
climate,климат
climax,кульминационныйпункт
climb,подниматься/влезать
cling,цепляться/(при)льнуть
clink,звенеть/звон
clip,стричь/обрезать/зажимать(неtrim)
cloak,плащ/камерахранения(багажа)
